Mutated_genes,Structural_variants_genes,CNA_genes,DEG_posi,DEG_nega,DEG,Epi_modiffications,All
NA,NA,NA,NA,Prot_B4DFE7,Prot_Q9Y2T6,NA,Prot_P10826
NA,NA,NA,NA,Prot_P23471,Prot_Q6AZY7,NA,Prot_Q86UC5
NA,NA,NA,NA,Prot_P52198,Prot_O60829,NA,Prot_Q5QHG3
NA,NA,NA,NA,Prot_B4DY28,Prot_Q6ZSG1,NA,Prot_Q3SB16
NA,NA,NA,NA,Prot_P21291,Prot_A0A059NXK6,NA,Prot_O00339
NA,NA,NA,NA,Prot_A8K5W4,Prot_A0A024RDC4,NA,Prot_Q8N2G3
NA,NA,NA,NA,Prot_P08908,Prot_Q05CA1,NA,Prot_A0A140VKH7
NA,NA,NA,NA,Prot_Q5ZGX3,Prot_Q9NQV8,NA,Prot_Q8IZQ8
NA,NA,NA,NA,Prot_Q7L4P6,Prot_Q15389,NA,Prot_Q32MC3
NA,NA,NA,NA,Prot_A0A0S2Z5N0,Prot_B4DTQ9,NA,Prot_Q9UBL9
NA,NA,NA,NA,Prot_Q96FL8,Prot_A0A140VJY3,NA,Prot_O43736
NA,NA,NA,NA,Prot_A6NKL6,Prot_Q9UI38,NA,Prot_Q495B1
NA,NA,NA,NA,Prot_Q93062,Prot_Q15111,NA,Prot_Q7Z304
NA,NA,NA,NA,Prot_B4E3T4,Prot_Q99424,NA,Prot_P15088
NA,NA,NA,NA,Prot_D3DSV0,Prot_P56730,NA,Prot_P09455
NA,NA,NA,NA,Prot_P59768,Prot_Q96I80,NA,Prot_A0A0A0MQT0
NA,NA,NA,NA,Prot_Q06278,Prot_A0A024R2Z8,NA,Prot_Q9C030
NA,NA,NA,NA,Prot_A0A0S2Z421,Prot_Q03431,NA,Prot_A0A024R368
NA,NA,NA,NA,Prot_Q99972,Prot_Q0VGD7,NA,Prot_Q7Z3G6
NA,NA,NA,NA,Prot_A0A0C4DH75,Prot_J3KNN1,NA,Prot_A0A1X7SBR1
NA,NA,NA,NA,Prot_Q14168,Prot_Q9HCQ5,NA,Prot_Q96LA6
NA,NA,NA,NA,Prot_B4DZ84,Prot_A0A024RE19,NA,Prot_P21802
NA,NA,NA,NA,Prot_D3DX49,Prot_P21145,NA,Prot_A0A141AXF1
NA,NA,NA,NA,Prot_A0A0A0MRU0,Prot_Q16853,NA,Prot_S4R381
NA,NA,NA,NA,Prot_B4DRL7,Prot_Q9UEU7,NA,Prot_D2CGD1
NA,NA,NA,NA,Prot_D3DX48,Prot_Q5EBN2,NA,Prot_Q6ZN01
NA,NA,NA,NA,Prot_Q5VZX0,Prot_Q14576,NA,Prot_Q9BXJ1
NA,NA,NA,NA,Prot_Q92633,Prot_Q0VF96,NA,Prot_A0A0C4DFP7
NA,NA,NA,NA,Prot_A0A090N7U6,Prot_O15375,NA,Prot_A0A024R908
NA,NA,NA,NA,Prot_Q8N8U9,Prot_O43849,NA,Prot_O95841
NA,NA,NA,NA,Prot_Q86UW2,Prot_Q08493,NA,Prot_A0A024R4V4
NA,NA,NA,NA,Prot_A8K694,Prot_Q32MM7,NA,Prot_Q15049
NA,NA,NA,NA,Prot_P22003,Prot_P78505,NA,Prot_P30874
NA,NA,NA,NA,Prot_M9VUD0,Prot_Q7KYS4,NA,Prot_A0A024QZ95
NA,NA,NA,NA,Prot_P32418,Prot_A0A140VJW9,NA,Prot_Q6UX06
NA,NA,NA,NA,Prot_Q4QQH3,Prot_Q6URK8,NA,Prot_Q9NYN1
NA,NA,NA,NA,Prot_P12109,Prot_Q9BWV1,NA,Prot_A0A024R5Y3
NA,NA,NA,NA,Prot_A0A024R757,Prot_Q96DN7,NA,Prot_A0A024RCI6
NA,NA,NA,NA,Prot_Q2TNI1,Prot_Q9NS64,NA,Prot_Q9P291
NA,NA,NA,NA,Prot_Q59E85,Prot_Q9UQ03,NA,Prot_Q8TB73
NA,NA,NA,NA,Prot_Q7Z4F3,Prot_A5YM46,NA,Prot_P18089
NA,NA,NA,NA,Prot_A9XTE5,Prot_A5YM65,NA,Prot_P06396
NA,NA,NA,NA,Prot_Q03135,Prot_E7ETG2,NA,Prot_A0A0A0MT01
NA,NA,NA,NA,Prot_Q6ZWK4,Prot_Q76MJ5,NA,Prot_A0A0A0MS51
NA,NA,NA,NA,Prot_Q5VU97,Prot_Q14117,NA,Prot_B7Z4U6
NA,NA,NA,NA,Prot_A0A0A0MQY7,Prot_Q969D9,NA,Prot_Q13491
NA,NA,NA,NA,Prot_Q12948,Prot_Q9H792,NA,Prot_A0A024RBX1
NA,NA,NA,NA,Prot_W6CJ52,Prot_A6NFA1,NA,Prot_Q59FD5
NA,NA,NA,NA,Prot_P41161,Prot_Q96MC5,NA,Prot_A0A024RBV7
NA,NA,NA,NA,Prot_Q96L46,Prot_A0A024QZI8,NA,Prot_Q63HQ2
NA,NA,NA,NA,Prot_E9PAM5,Prot_O75019,NA,Prot_Q01973
NA,NA,NA,NA,Prot_Q9P2W6,Prot_Q9P227,NA,Prot_P12644
NA,NA,NA,NA,Prot_Q5JY77,Prot_A0A140VK07,NA,Prot_Q53XC5
NA,NA,NA,NA,Prot_Q03938,Prot_Q14195,NA,Prot_Q6NSJ0
NA,NA,NA,NA,Prot_B4DER3,Prot_Q6DEN2,NA,Prot_Q7Z2Y5
NA,NA,NA,NA,Prot_Q14643,Prot_Q8IXW6,NA,Prot_P28845
NA,NA,NA,NA,Prot_Q59H91,Prot_Q9P266,NA,Prot_X5D2L1
NA,NA,NA,NA,Prot_B4DGH1,Prot_Q6W3E5,NA,Prot_P35453
NA,NA,NA,NA,Prot_A8K0R3,Prot_Q9BU40,NA,Prot_Q8NE79
NA,NA,NA,NA,Prot_B4DI63,Prot_O15050,NA,Prot_P16389
NA,NA,NA,NA,Prot_P20774,Prot_A4D0T1,NA,Prot_A0A140VK19
NA,NA,NA,NA,Prot_Q7Z532,Prot_Q9H3W5,NA,Prot_P50440
NA,NA,NA,NA,Prot_G3V364,Prot_Q9NUU4,NA,Prot_Q9NRN5
NA,NA,NA,NA,Prot_Q96NI6,Prot_P30279,NA,Prot_B4DNG0
NA,NA,NA,NA,Prot_A0A024QZF8,Prot_Q5HYG2,NA,Prot_M1LAK4
NA,NA,NA,NA,Prot_P54852,Prot_Q9HCL0,NA,Prot_A0JP65
NA,NA,NA,NA,Prot_A8K161,Prot_P50222,NA,Prot_Q6ZS56
NA,NA,NA,NA,Prot_Q8IWE0,Prot_A0A075B7B1,NA,Prot_Q86TI6
NA,NA,NA,NA,Prot_Q7LDD5,Prot_O15061,NA,Prot_Q8IWY4
NA,NA,NA,NA,Prot_Q9UQM7,Prot_Q9BZW8,NA,Prot_O75084
NA,NA,NA,NA,Prot_Q96JN2,Prot_A0A087X2E3,NA,Prot_Q9NP90
NA,NA,NA,NA,Prot_A0A024R758,Prot_Q59GM1,NA,Prot_P21554
NA,NA,NA,NA,Prot_E5RJM6,Prot_Q92777,NA,Prot_S5TLS4
NA,NA,NA,NA,Prot_Q9H7M9,Prot_A0A087WW96,NA,Prot_V5KA96
NA,NA,NA,NA,Prot_O43294,Prot_B3KRB3,NA,Prot_A4IF30
NA,NA,NA,NA,Prot_A0A024QZE7,Prot_Q86VA8,NA,Prot_G3V4Z9
NA,NA,NA,NA,Prot_P10071,Prot_A1L4G8,NA,Prot_Q69YZ2
NA,NA,NA,NA,Prot_O15374,Prot_Q5BJE1,NA,Prot_P12319
NA,NA,NA,NA,Prot_B2RCU6,Prot_B7ZM04,NA,Prot_Q9UPP2
NA,NA,NA,NA,Prot_O75914,Prot_F8W7A7,NA,Prot_O43825
NA,NA,NA,NA,Prot_D2JYH4,Prot_A0A089QDC1,NA,Prot_Q86SM8
NA,NA,NA,NA,Prot_P62736,Prot_P16442,NA,Prot_W4VSQ4
NA,NA,NA,NA,Prot_Q9H7C4,Prot_Q16619,NA,Prot_P35557
NA,NA,NA,NA,Prot_A6NC86,Prot_P57082,NA,Prot_Q53Y25
NA,NA,NA,NA,Prot_B7Z661,Prot_O00470,NA,Prot_A0A024R989
NA,NA,NA,NA,Prot_Q13449,Prot_A0A0B4J1R2,NA,Prot_O14921
NA,NA,NA,NA,Prot_O75916,Prot_Q9H6R3,NA,Prot_P17252
NA,NA,NA,NA,Prot_A8K1G1,Prot_Q2YDX2,NA,Prot_Q7Z727
NA,NA,NA,NA,Prot_P29536,Prot_Q92618,NA,Prot_Q9UBD3
NA,NA,NA,NA,Prot_P29017,Prot_O15069,NA,Prot_F8W883
NA,NA,NA,NA,Prot_B7Z936,Prot_Q86YF9,NA,Prot_Q9Y6X6
NA,NA,NA,NA,Prot_Q8N3C7,Prot_B3KSP1,NA,Prot_Q9C026
NA,NA,NA,NA,Prot_A8K6D0,Prot_Q8NE09,NA,Prot_Q5SZI1
NA,NA,NA,NA,Prot_A8K4L6,Prot_G3V112,NA,Prot_A6NFN3
NA,NA,NA,NA,Prot_Q9ULK5,Prot_Q6Q6R5,NA,Prot_Q96FC7
NA,NA,NA,NA,Prot_P21589,Prot_P78334,NA,Prot_Q9H3D4
NA,NA,NA,NA,Prot_Q6NZX3,Prot_P23219,NA,Prot_C9D7D0
NA,NA,NA,NA,Prot_Q8N4T0,Prot_A0A087X296,NA,Prot_B7Z8X6
NA,NA,NA,NA,Prot_P78559,Prot_A0A024R0W7,NA,Prot_A0A0S2Z4N6
NA,NA,NA,NA,Prot_Q504X9,Prot_B3KVG3,NA,Prot_A0A141PNN3
NA,NA,NA,NA,Prot_Q969G9,Prot_Q96MT3,NA,Prot_A0A141PNN4
NA,NA,NA,NA,Prot_B3KX12,Prot_B3KVG6,NA,Prot_A0A0S2Z4N5
NA,NA,NA,NA,Prot_Q4KMQ2,Prot_Q9HCB6,NA,Prot_Q15124
NA,NA,NA,NA,Prot_Q96QB5,Prot_Q9Y2C2,NA,Prot_O43281
NA,NA,NA,NA,Prot_Q9H2S5,Prot_Q6GPH6,NA,Prot_Q12946
NA,NA,NA,NA,Prot_A0A1U9X8G2,Prot_Q96AA8,NA,Prot_B4DDH4
NA,NA,NA,NA,Prot_O95377,Prot_Q96EF6,NA,Prot_Q15274
NA,NA,NA,NA,Prot_Q96D03,Prot_Q9Y663,NA,Prot_V9HWJ5
NA,NA,NA,NA,Prot_Q99689,Prot_P19801,NA,Prot_Q5H9L4
NA,NA,NA,NA,Prot_P07585,Prot_Q9GZV7,NA,Prot_Q6MZT1
NA,NA,NA,NA,Prot_Q6FH10,Prot_Q5SYC1,NA,Prot_B4DKB7
NA,NA,NA,NA,Prot_A0A024RBG6,Prot_Q5T7N2,NA,Prot_P53420
NA,NA,NA,NA,Prot_Q5U5Z3,Prot_B4E000,NA,Prot_Q6ZQN5
NA,NA,NA,NA,Prot_Q9UL42,Prot_Q7L0J3,NA,Prot_Q6UX68
NA,NA,NA,NA,Prot_P60880,Prot_B3KY85,NA,Prot_A0A087X143
NA,NA,NA,NA,Prot_P16519,Prot_Q8IUC8,NA,Prot_B4DGD1
NA,NA,NA,NA,Prot_Q6PIA2,Prot_P13584,NA,Prot_Q6ZMN7
NA,NA,NA,NA,Prot_Q9NYQ8,Prot_B4DV41,NA,Prot_Q14206
NA,NA,NA,NA,Prot_O15090,Prot_Q8IZB0,NA,Prot_B2R612
NA,NA,NA,NA,Prot_P02511,Prot_Q9UHL3,NA,Prot_Q8TDC0
NA,NA,NA,NA,Prot_V9HW27,Prot_A0A087WYN1,NA,Prot_O94856
NA,NA,NA,NA,Prot_A0A024R3B9,Prot_B3KQ84,NA,Prot_B4DRH7
NA,NA,NA,NA,Prot_B3KXI1,Prot_Q9UI17,NA,Prot_B7Z8E5
NA,NA,NA,NA,Prot_O95428,Prot_Q8N9F8,NA,Prot_Q14722
NA,NA,NA,NA,Prot_A1A4S6,Prot_Q9H4F8,NA,Prot_F8W6W4
NA,NA,NA,NA,Prot_A0A140VKE3,Prot_A0A024R6E0,NA,Prot_Q5MJQ3
NA,NA,NA,NA,Prot_Q03013,Prot_A8K7T1,NA,Prot_B7Z435
NA,NA,NA,NA,Prot_A0A024R813,Prot_Q9H244,NA,Prot_O14827
NA,NA,NA,NA,Prot_B3KXR1,Prot_Q13520,NA,Prot_Q68DX5
NA,NA,NA,NA,Prot_Q99502,Prot_P21333,NA,Prot_Q9Y5G4
NA,NA,NA,NA,Prot_A6NCB9,Prot_Q60FE5,NA,Prot_P80162
NA,NA,NA,NA,Prot_Q0P517,Prot_Q6NXF2,NA,Prot_A0A024R188
NA,NA,NA,NA,Prot_F8WB53,Prot_Q6QNK2,NA,Prot_Q9BRR3
NA,NA,NA,NA,Prot_Q9NRG1,Prot_Q9NSM3,NA,Prot_Q8N485
NA,NA,NA,NA,Prot_Q9BT88,Prot_Q8NEW7,NA,Prot_Q92529
NA,NA,NA,NA,Prot_Q96A09,Prot_P46439,NA,Prot_Q96A47
NA,NA,NA,NA,Prot_Q15772,Prot_Q5T8R2,NA,Prot_B3KU84
NA,NA,NA,NA,Prot_A7E2D6,Prot_B7ZMJ3,NA,Prot_Q6V0I7
NA,NA,NA,NA,Prot_Q8IVL1,Prot_Q6UY14,NA,Prot_X2G5I7
NA,NA,NA,NA,Prot_B7Z5V5,Prot_Q9UFG7,NA,Prot_X2GA70
NA,NA,NA,NA,Prot_E9PRL4,Prot_Q20BG9,NA,Prot_P78539
NA,NA,NA,NA,Prot_A0A024R3J1,Prot_Q8WZ74,NA,Prot_Q96F85
NA,NA,NA,NA,Prot_Q14134,Prot_Q14526,NA,Prot_O94788
NA,NA,NA,NA,Prot_B7Z8U9,Prot_A0PJI1,NA,Prot_A0A024RDA0
NA,NA,NA,NA,Prot_A0A024RDE1,Prot_Q9UNE0,NA,Prot_P10721
NA,NA,NA,NA,Prot_Q14515,Prot_Q86VZ6,NA,Prot_B4DR96
NA,NA,NA,NA,Prot_B7ZB68,Prot_Q15782,NA,Prot_E9PEA7
NA,NA,NA,NA,Prot_Q8N4S1,Prot_A0A024QYY0,NA,Prot_Q8WUK8
NA,NA,NA,NA,Prot_Q96MM7,Prot_Q8WUX1,NA,Prot_Q99469
NA,NA,NA,NA,Prot_P48740,Prot_Q6ZWJ8,NA,Prot_B4DZ13
NA,NA,NA,NA,Prot_F8W876,Prot_O60248,NA,Prot_P21266
NA,NA,NA,NA,Prot_E9KL26,Prot_Q8N6I2,NA,Prot_Q6FGJ9
NA,NA,NA,NA,Prot_P05155,Prot_Q9UMF0,NA,Prot_Q9HAR2
NA,NA,NA,NA,Prot_O60315,Prot_Q9HCH3,NA,Prot_B7Z2G2
NA,NA,NA,NA,Prot_O43272,Prot_P30838,NA,Prot_E7EUW2
NA,NA,NA,NA,Prot_Q01974,Prot_Q6PKA6,NA,Prot_E7EVD6
NA,NA,NA,NA,Prot_Q8NCR6,Prot_I3L3I9,NA,Prot_E7EUP0
NA,NA,NA,NA,Prot_Q13733,Prot_A0A0K0K1I0,NA,Prot_E7ESV6
NA,NA,NA,NA,Prot_Q75V66,Prot_P09493,NA,Prot_O60237
NA,NA,NA,NA,Prot_Q9UBG0,Prot_O15513,NA,Prot_E1CKY7
NA,NA,NA,NA,Prot_Q9BX66,Prot_D9YZV4,NA,Prot_O15547
NA,NA,NA,NA,Prot_B4DTX5,Prot_D9YZV5,NA,Prot_O43680
NA,NA,NA,NA,Prot_Q9BQI7,Prot_A0A024R5W6,NA,Prot_Q99727
NA,NA,NA,NA,Prot_Q96NE9,Prot_D9YZV7,NA,Prot_B7ZLY6
NA,NA,NA,NA,Prot_A6NLC5,Prot_B7Z722,NA,Prot_F5H369
NA,NA,NA,NA,Prot_Q9NWF4,Prot_H7BYY1,NA,Prot_O75747
NA,NA,NA,NA,Prot_Q2V2M9,Prot_H0YK48,NA,Prot_B7Z6H8
NA,NA,NA,NA,Prot_Q86UK5,Prot_F5H7S3,NA,Prot_E9PF55
NA,NA,NA,NA,Prot_P12110,Prot_B7Z596,NA,Prot_Q0VG54
NA,NA,NA,NA,Prot_O43155,Prot_P40123,NA,Prot_Q0VG55
NA,NA,NA,NA,Prot_Q717R9,Prot_Q5JPJ8,NA,Prot_Q59G71
NA,NA,NA,NA,Prot_A0A024R7Z0,Prot_Q9BXI3,NA,Prot_Q86VB0
NA,NA,NA,NA,Prot_Q6DJT9,Prot_Q0D2K2,NA,Prot_Q9HBL0
NA,NA,NA,NA,Prot_P14672,Prot_Q05940,NA,Prot_B2RU35
NA,NA,NA,NA,Prot_B4E3R1,Prot_A0A140VKF3,NA,Prot_E9PGF5
NA,NA,NA,NA,Prot_B7Z9Y6,Prot_P36955,NA,Prot_A1L0S7
NA,NA,NA,NA,Prot_F8WAI0,Prot_A0A0S2Z5T8,NA,Prot_Q8N336
NA,NA,NA,NA,Prot_Q8NF91,Prot_Q86WG3,NA,Prot_B4DM88
NA,NA,NA,NA,Prot_A0A0C4DG40,Prot_Q6P4A8,NA,Prot_E9PLM8
NA,NA,NA,NA,Prot_Q9NRW3,Prot_Q9P2F5,NA,Prot_Q8TDS5
NA,NA,NA,NA,Prot_Q6PG43,Prot_O43895,NA,Prot_Q9UKI2
NA,NA,NA,NA,Prot_Q8TF62,Prot_Q5T481,NA,Prot_Q15493
NA,NA,NA,NA,Prot_A0A140VJI9,Prot_P42263,NA,Prot_V9HWF8
NA,NA,NA,NA,Prot_Q8N140,Prot_Q17R51,NA,Prot_P35625
NA,NA,NA,NA,Prot_P18283,Prot_Q5XKG2,NA,Prot_P21728
NA,NA,NA,NA,Prot_A0A0C4DG76,Prot_P28161,NA,Prot_P10070
NA,NA,NA,NA,Prot_Q9BQS7,Prot_Q0D2I8,NA,Prot_Q1PSW9
NA,NA,NA,NA,Prot_E7ES21,Prot_Q9H2M3,NA,Prot_Q59FV5
NA,NA,NA,NA,Prot_Q15375,Prot_A0A024RAQ0,NA,Prot_P25021
NA,NA,NA,NA,Prot_A0A087WXI0,Prot_Q9BWX5,NA,Prot_A0A1B0GTK7
NA,NA,NA,NA,Prot_A0A0S2Z2Z6,Prot_A0A024RDG9,NA,Prot_P60508
NA,NA,NA,NA,Prot_P08133,Prot_Q9BUT1,NA,Prot_Q99593
NA,NA,NA,NA,Prot_O43374,Prot_P49441,NA,Prot_A0A024R9L4
NA,NA,NA,NA,Prot_B4DNC0,Prot_Q6IBG4,NA,Prot_B7Z6F6
NA,NA,NA,NA,Prot_E7ES60,Prot_P23634,NA,Prot_O14770
NA,NA,NA,NA,Prot_Q96PJ7,Prot_A0A024R968,NA,Prot_B3KPD8
NA,NA,NA,NA,Prot_Q9BZG1,Prot_Q02318,NA,Prot_B3KP81
NA,NA,NA,NA,Prot_A0A024QZ68,Prot_P31277,NA,Prot_O95896
NA,NA,NA,NA,Prot_P0DI83,Prot_P56159,NA,Prot_Q8TB92
NA,NA,NA,NA,Prot_Q99712,Prot_B7Z856,NA,Prot_Q9NT06
NA,NA,NA,NA,Prot_A3EZ84,Prot_P10643,NA,Prot_B7Z212
NA,NA,NA,NA,Prot_Q6E0U4,Prot_Q05CI3,NA,Prot_Q9H3M0
NA,NA,NA,NA,Prot_C9IYI1,Prot_A8K1M0,NA,Prot_Q8NFP7
NA,NA,NA,NA,Prot_B4DMZ3,Prot_Q5TAQ4,NA,Prot_Q8IX30
NA,NA,NA,NA,Prot_Q8NFR9,Prot_Q96PC2,NA,Prot_Q14524
NA,NA,NA,NA,Prot_O95231,Prot_Q8WXI4,NA,Prot_Q86V90
NA,NA,NA,NA,Prot_Q9BQ16,Prot_Q13304,NA,Prot_H9KVD2
NA,NA,NA,NA,Prot_A0A0A0MTJ2,Prot_G4XH68,NA,Prot_E9PG18
NA,NA,NA,NA,Prot_B4DI52,Prot_B4DTU7,NA,Prot_E9PHB6
NA,NA,NA,NA,Prot_Q155Q3,Prot_Q3SY69,NA,Prot_K4DIA1
NA,NA,NA,NA,Prot_Q8IZS8,Prot_A6NEQ2,NA,Prot_A0A0A0MT39
NA,NA,NA,NA,Prot_P51512,Prot_A0A0S2Z3R6,NA,Prot_Q5JTB6
NA,NA,NA,NA,Prot_A0A024R4D4,Prot_Q13751,NA,Prot_Q5JTB5
NA,NA,NA,NA,Prot_Q8WVJ9,Prot_Q2T9L4,NA,Prot_P49418
NA,NA,NA,NA,Prot_Q9H7V2,Prot_P57058,NA,Prot_Q8NBV4
NA,NA,NA,NA,Prot_A0A1U9X8V5,Prot_P41231,NA,Prot_X6R886
NA,NA,NA,NA,Prot_B7ZW61,Prot_Q99990,NA,Prot_Q99062
NA,NA,NA,NA,Prot_Q9NU63,Prot_Q9UBP4,NA,Prot_Q8NBF1
NA,NA,NA,NA,Prot_Q9Y5F8,Prot_F6SYF8,NA,Prot_A6NCL7
NA,NA,NA,NA,Prot_Q9NVH6,Prot_B4E2Q9,NA,Prot_Q8N6Y2
NA,NA,NA,NA,Prot_A0A024RAK9,Prot_Q5JPC7,NA,Prot_Q96AH8
NA,NA,NA,NA,Prot_P10915,Prot_Q99518,NA,Prot_A0A096LP44
NA,NA,NA,NA,Prot_Q9HAY6,Prot_P41181,NA,Prot_Q96QR1
NA,NA,NA,NA,Prot_P84157,Prot_P51654,NA,Prot_A8K858
NA,NA,NA,NA,Prot_Q6ZR64,Prot_Q53H15,NA,Prot_Q9Y2T6
NA,NA,NA,NA,Prot_G5E9D8,Prot_B4DTD8,NA,Prot_Q6AZY7
NA,NA,NA,NA,Prot_Q86UX2,Prot_I6QTG3,NA,Prot_O60829
NA,NA,NA,NA,Prot_Q96JW9,Prot_P23771,NA,Prot_Q6ZSG1
NA,NA,NA,NA,Prot_C9J2H1,Prot_P43116,NA,Prot_A0A059NXK6
NA,NA,NA,NA,Prot_A0A096LP62,Prot_G8IFA7,NA,Prot_A0A024RDC4
NA,NA,NA,NA,Prot_A0A140VK57,Prot_Q9H0W5,NA,Prot_Q05CA1
NA,NA,NA,NA,Prot_P16035,Prot_Q96NY7,NA,Prot_Q9NQV8
NA,NA,NA,NA,Prot_Q8IXL7,Prot_Q8IVN8,NA,Prot_Q15389
NA,NA,NA,NA,Prot_Q8IUM7,Prot_Q6ZMP0,NA,Prot_B4DTQ9
NA,NA,NA,NA,Prot_Q8NCV1,Prot_Q13009,NA,Prot_A0A140VJY3
NA,NA,NA,NA,Prot_O75953,Prot_P48163,NA,Prot_Q9UI38
NA,NA,NA,NA,Prot_Q8TAX0,Prot_Q7Z2X4,NA,Prot_Q15111
NA,NA,NA,NA,Prot_P47974,Prot_P61371,NA,Prot_Q99424
NA,NA,NA,NA,Prot_Q9Y5H1,Prot_A0A024RDV9,NA,Prot_P56730
NA,NA,NA,NA,Prot_Q01118,Prot_Q8N0X7,NA,Prot_Q96I80
NA,NA,NA,NA,Prot_Q9Y6C2,Prot_P19113,NA,Prot_A0A024R2Z8
NA,NA,NA,NA,Prot_B3KY34,Prot_P20783,NA,Prot_Q03431
NA,NA,NA,NA,Prot_Q96MV8,Prot_B7Z3F0,NA,Prot_Q0VGD7
NA,NA,NA,NA,Prot_A0A024RAT1,Prot_B7Z5S0,NA,Prot_J3KNN1
NA,NA,NA,NA,Prot_Q8TAP4,Prot_Q96MK2,NA,Prot_Q9HCQ5
NA,NA,NA,NA,Prot_Q9NYC6,Prot_P0CG23,NA,Prot_A0A024RE19
NA,NA,NA,NA,Prot_A0A024R9R1,Prot_O95600,NA,Prot_P21145
NA,NA,NA,NA,Prot_Q8IY42,Prot_A0A024R9X4,NA,Prot_Q16853
NA,NA,NA,NA,Prot_P61812,Prot_Q2MKA7,NA,Prot_Q9UEU7
NA,NA,NA,NA,Prot_Q59EG9,Prot_O15075,NA,Prot_Q5EBN2
NA,NA,NA,NA,Prot_P48549,Prot_B7Z5K4,NA,Prot_Q14576
NA,NA,NA,NA,Prot_D2X9V0,Prot_Q5VZY9,NA,Prot_Q0VF96
NA,NA,NA,NA,Prot_D2XBF0,Prot_A0A024R0S6,NA,Prot_O15375
NA,NA,NA,NA,Prot_P21452,Prot_Q9NZN4,NA,Prot_O43849
NA,NA,NA,NA,Prot_Q14DE1,Prot_B7Z7S6,NA,Prot_Q08493
NA,NA,NA,NA,Prot_Q6ZMI3,Prot_Q68CQ1,NA,Prot_Q32MM7
NA,NA,NA,NA,Prot_Q13609,Prot_B4DXB3,NA,Prot_P78505
NA,NA,NA,NA,Prot_A0A024R365,Prot_Q6UXB8,NA,Prot_Q7KYS4
NA,NA,NA,NA,Prot_B2RUU6,Prot_Q8TDW7,NA,Prot_A0A140VJW9
NA,NA,NA,NA,Prot_Q86TY3,Prot_Q05707,NA,Prot_Q6URK8
NA,NA,NA,NA,Prot_A0A0S2Z3Q2,Prot_Q13797,NA,Prot_Q9BWV1
NA,NA,NA,NA,Prot_B4DIV6,Prot_Q8N6H6,NA,Prot_Q96DN7
NA,NA,NA,NA,Prot_O95677,Prot_P0DMW3,NA,Prot_Q9NS64
NA,NA,NA,NA,Prot_B4DRQ6,Prot_Q96HG1,NA,Prot_Q9UQ03
NA,NA,NA,NA,Prot_F2Z2Y1,Prot_Q14721,NA,Prot_A5YM46
NA,NA,NA,NA,Prot_Q96CJ7,Prot_B7Z9Z0,NA,Prot_A5YM65
NA,NA,NA,NA,Prot_A0A0S2Z3V9,Prot_Q32M45,NA,Prot_E7ETG2
NA,NA,NA,NA,Prot_A0A024R6J9,Prot_Q96MS0,NA,Prot_Q76MJ5
NA,NA,NA,NA,Prot_Q86XR5,Prot_F5GWJ5,NA,Prot_Q14117
NA,NA,NA,NA,Prot_Q9Y616,Prot_B3KWQ6,NA,Prot_Q969D9
NA,NA,NA,NA,Prot_P35219,Prot_P41219,NA,Prot_Q9H792
NA,NA,NA,NA,Prot_P25101,Prot_Q9NS66,NA,Prot_A6NFA1
NA,NA,NA,NA,Prot_O15520,Prot_Q8N957,NA,Prot_Q96MC5
NA,NA,NA,NA,Prot_P21781,Prot_H3BM45,NA,Prot_A0A024QZI8
NA,NA,NA,NA,Prot_A0A024R5G1,Prot_P28358,NA,Prot_O75019
NA,NA,NA,NA,Prot_O95967,Prot_P05106,NA,Prot_Q9P227
NA,NA,NA,NA,Prot_Q9H3D5,Prot_F8W9S8,NA,Prot_A0A140VK07
NA,NA,NA,NA,Prot_Q12791,Prot_Q8NA19,NA,Prot_Q14195
NA,NA,NA,NA,Prot_Q59FH2,Prot_Q9NQ79,NA,Prot_Q6DEN2
NA,NA,NA,NA,Prot_D5MRH1,Prot_Q14508,NA,Prot_Q8IXW6
NA,NA,NA,NA,Prot_B7ZMF5,Prot_A2A2L3,NA,Prot_Q9P266
NA,NA,NA,NA,Prot_A0A087WZL8,Prot_Q9BZ11,NA,Prot_Q6W3E5
NA,NA,NA,NA,Prot_S4R453,Prot_B4DFX6,NA,Prot_Q9BU40
NA,NA,NA,NA,Prot_A0A1W2PR56,Prot_F6XZD3,NA,Prot_O15050
NA,NA,NA,NA,Prot_A0A1W2PQK5,Prot_Q8N283,NA,Prot_A4D0T1
NA,NA,NA,NA,Prot_A0A1W2PP94,Prot_O75900,NA,Prot_Q9H3W5
NA,NA,NA,NA,Prot_A0A1W2PRN5,Prot_B0AZM9,NA,Prot_Q9NUU4
NA,NA,NA,NA,Prot_A0A1W2PR62,Prot_Q9P286,NA,Prot_P30279
NA,NA,NA,NA,Prot_A0A1W2PPY5,Prot_Q9H9P2,NA,Prot_Q5HYG2
NA,NA,NA,NA,Prot_Q5SVJ7,Prot_A0A0C4DFS2,NA,Prot_Q9HCL0
NA,NA,NA,NA,Prot_A0A1W2PSD3,Prot_O75711,NA,Prot_P50222
NA,NA,NA,NA,Prot_A0A1W2PQU4,Prot_Q6FGG5,NA,Prot_A0A075B7B1
NA,NA,NA,NA,Prot_A0A024R6E7,Prot_Q96AC1,NA,Prot_O15061
NA,NA,NA,NA,Prot_Q96Q27,Prot_A0A024R687,NA,Prot_Q9BZW8
